Cluster 0,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5
57.6,25.8,14.1,61.0,34.0,48.8
60.45,27.2,15.5,63.25,35.55,51.35
62.85,28.4,17.200000000000003,65.05000000000001,36.6,53.2
64.5,29.3,18.35,66.6,37.45,54.5
65.19999999999999,29.2,18.85,67.35,37.6,55.2
65.5,29.0,18.65,66.65,37.2,54.8
63.7,27.4,17.55,65.4,35.95,52.95
60.1,25.5,16.2,62.650000000000006,34.2,49.349999999999994
57.150000000000006,24.5,14.649999999999999,59.45,33.1,47.349999999999994
54.599999999999994,23.7,13.5,57.7,32.2,45.650000000000006
52.400000000000006,22.9,12.5,56.650000000000006,31.65,44.650000000000006
51.0,22.5,11.4,56.0,31.0,43.7
49.8,21.9,10.8,55.3,30.45,43.0
48.5,21.5,10.15,54.55,30.0,42.2
47.5,21.0,9.65,54.05,29.5,41.4
46.65,20.6,9.15,53.5,29.05,40.8
46.099999999999994,20.1,9.05,52.95,28.65,40.4
45.349999999999994,19.7,8.65,52.55,28.3,39.849999999999994
44.650000000000006,19.4,8.45,52.0,28.0,39.5
44.1,19.1,8.3,51.75,27.65,39.150000000000006
43.75,18.9,8.3,51.6,27.4,38.9
45.85,19.3,8.399999999999999,52.0,27.7,39.1
49.849999999999994,21.8,10.3,54.95,29.75,41.9
54.4,23.7,12.3,58.25,32.1,45.75
57.8,25.6,14.100000000000001,61.150000000000006,33.9,48.75
60.6,27.1,15.45,63.35,35.4,51.4
63.05,28.2,17.25,65.05000000000001,36.5,53.25
64.7,29.1,18.4,66.6,37.25,54.6
65.5,29.0,18.85,67.35,37.5,55.25
65.69999999999999,28.6,18.65,66.75,37.150000000000006,54.95
64.0,27.4,17.549999999999997,65.4,35.75,53.05
60.3,25.5,16.4,62.7,34.150000000000006,49.4
57.4,24.5,14.75,59.3,32.95,47.3
54.65,23.5,13.6,57.650000000000006,32.05,45.650000000000006
52.5,23.0,12.55,56.650000000000006,31.4,44.45
51.1,22.3,11.5,56.0,30.8,43.45
49.9,21.8,10.9,55.25,30.2,42.8
48.650000000000006,21.5,10.2,54.55,29.75,42.1
47.6,21.0,9.7,54.099999999999994,29.25,41.4
46.85,20.5,9.1,53.55,28.8,40.75
46.3,20.0,9.0,53.05,28.4,40.2
45.55,19.6,8.55,52.55,28.0,39.7
44.9,19.3,8.3,52.05,27.6,39.4
44.349999999999994,18.9,8.15,51.8,27.3,38.95
44.05,18.6,8.15,51.599999999999994,27.05,38.650000000000006
46.0,19.0,8.3,52.0,27.299999999999997,38.95
50.05,21.3,10.25,55.05,29.4,41.95
54.5,23.4,12.25,58.4,31.8,45.5
57.9,25.3,13.95,61.25,33.5,48.6
60.7,27.1,15.399999999999999,63.45,35.150000000000006,51.2
63.099999999999994,28.0,17.200000000000003,65.2,36.2,53.2
64.75,29.0,18.35,66.75,36.95,54.5
65.6,29.5,18.85,67.1,37.150000000000006,55.05
65.75,28.4,18.7,66.65,36.849999999999994,54.9
64.1,27.2,17.55,65.55000000000001,35.7,53.05
60.400000000000006,25.7,16.4,62.650000000000006,33.849999999999994,49.5
57.5,24.4,14.9,59.2,32.7,47.150000000000006
54.8,23.6,13.649999999999999,57.65,31.9,45.7
52.7,22.9,12.65,56.65,31.15,44.349999999999994
51.25,22.2,11.55,55.95,30.5,43.3
50.05,21.8,11.05,55.2,29.9,42.75
